productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,productkeywords,productnameshort,productweight,freeshippingitem,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription
JI13,JI13,Jane Iredale Active Light - Under-Eye Concealer,,,,,6/16/2015 11:39,,,,"Jane Iredale Circle Delete Concealer, disappear, active light",Jane Iredale Active Light - Under-Eye Concealer,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,"Makeup, Eyecare"
JI13-0001,JI13,Jane Iredale Active Light - Active Light 1,,,Y,0,7/20/2015 15:38,,JI13,,"Jane Iredale Circle Delete Concealer, disappear, active light",Jane Iredale Active Light - Active Light 1,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,"Makeup, Eyecare"
JI13-0002,JI13,Jane Iredale Active Light - Active Light 2,,,Y,0,7/20/2015 15:38,,JI13,,"Jane Iredale Circle Delete Concealer, disappear, active light",Jane Iredale Active Light - Active Light 2,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,"Makeup, Eyecare"
JI13-0003,JI13,Jane Iredale Active Light - Active Light 3,,,Y,0,7/20/2015 15:38,,JI13,,"Jane Iredale Circle Delete Concealer, disappear, active light",Jane Iredale Active Light - Active Light 3,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,"Makeup, Eyecare"
JI13-0004,JI13,Jane Iredale Active Light - Active Light 4,,,Y,0,7/20/2015 15:38,,JI13,,"Jane Iredale Circle Delete Concealer, disappear, active light",Jane Iredale Active Light - Active Light 4,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,"Makeup, Eyecare"
JI13-0005,JI13,Jane Iredale Active Light - Active Light 5,,,Y,0,7/20/2015 15:38,,JI13,,"Jane Iredale Circle Delete Concealer, disappear, active light",Jane Iredale Active Light - Active Light 5,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,"Makeup, Eyecare"
JI13-0006,JI13,Jane Iredale Active Light - Active Light 6,,,Y,0,7/20/2015 15:38,,JI13,,"Jane Iredale Circle Delete Concealer, disappear, active light",Jane Iredale Active Light - Active Light 6,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,"Makeup, Eyecare"
JI14,JI14,Jane Iredale Zap and Hide Blemish Stick,,,,,10/8/2015 14:34,,,,"Jane Iredale Circle Delete Concealer, disappear, active light, zap and hide",Jane Iredale Zap and Hide Blemish Stick,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI14-0001,JI14,Jane Iredale Zap and Hide Blemish Stick - Light,,,Y,0,6/16/2015 12:44,,JI14,,"Jane Iredale Circle Delete Concealer, disappear, active light, zap and hide",Jane Iredale Zap and Hide Blemish Stick - Light,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI14-0002,JI14,Jane Iredale Zap and Hide Blemish Stick - Medium,,,Y,0,6/16/2015 12:44,,JI14,,"Jane Iredale Circle Delete Concealer, disappear, active light, zap and hide",Jane Iredale Zap and Hide Blemish Stick - Medium,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI14-0004,JI14,Jane Iredale Zap and Hide Blemish Stick - Medium Light,,,Y,0,12/15/2015 9:23,,JI14,,"Jane Iredale Circle Delete Concealer, disappear, active light, zap and hide",Jane Iredale Zap and Hide Blemish Stick,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI15,JI15,Jane Iredale In Touch Cream Blush,,,,,6/16/2015 13:12,,,,Jane Iredale In Touch Cream Blush,Jane Iredale In Touch Cream Blush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI15-0001,JI15,Jane Iredale In Touch Cream Blush - Charisma,,,Y,0,6/16/2015 13:41,,JI15,,Jane Iredale In Touch Cream Blush,Jane Iredale In Touch Cream Blush - Charisma,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI15-0002,JI15,Jane Iredale In Touch Cream Blush - Chemistry,,,Y,0,6/16/2015 13:41,,JI15,,Jane Iredale In Touch Cream Blush,Jane Iredale In Touch Cream Blush - Chemistry,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI15-0003,JI15,Jane Iredale In Touch Cream Blush - Clarity,,,Y,0,6/16/2015 13:41,,JI15,,Jane Iredale In Touch Cream Blush,Jane Iredale In Touch Cream Blush - Clarity,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI15-0004,JI15,Jane Iredale In Touch Cream Blush - Connection,,,Y,0,6/16/2015 13:41,,JI15,,Jane Iredale In Touch Cream Blush,Jane Iredale In Touch Cream Blush - Connection,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI16,JI16,Jane Iredale In Touch Highlighter,,,,,6/16/2015 13:35,,,,Jane Iredale In Touch Highlighter,Jane Iredale In Touch Highlighter,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Haircare
JI16-0001,JI16,Jane Iredale In Touch Highlighter - Comfort,,,Y,0,6/16/2015 13:41,,JI16,,Jane Iredale In Touch Highlighter,Jane Iredale In Touch Highlighter - Comfort,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Haircare
JI16-0002,JI16,Jane Iredale In Touch Highlighter - Complete,,,Y,0,6/16/2015 13:41,,JI16,,Jane Iredale In Touch Highlighter,Jane Iredale In Touch Highlighter - Complete,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Haircare
JI17,JI17,Jane Iredale PurePressed Blush,,,,,6/16/2015 14:16,,,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI17-0001,JI17,Jane Iredale PurePressed Blush - Awake,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Awake,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0002,JI17,Jane Iredale PurePressed Blush - Barely Rose,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Barely Rose,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0003,JI17,Jane Iredale PurePressed Blush - Cheekie,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Cheekie,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0004,JI17,Jane Iredale PurePressed Blush - Copper Wind,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Copper Wind,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0005,JI17,Jane Iredale PurePressed Blush - Cotton Candy,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Cotton Candy,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0006,JI17,Jane Iredale PurePressed Blush - Dubbonet,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Dubbonet,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0007,JI17,Jane Iredale PurePressed Blush - In Love,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - In Love,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0008,JI17,Jane Iredale PurePressed Blush - Mocha,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Mocha,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0009,JI17,Jane Iredale PurePressed Blush - Sheer Honey,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Sheer Honey,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI17-0010,JI17,Jane Iredale PurePressed Blush - Whisper,,,Y,0,6/16/2015 14:29,,JI17,,Jane Iredale PurePressed Blush,Jane Iredale PurePressed Blush - Whisper,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI18,JI18,Jane Iredale My Steppes,,,,,6/16/2015 14:39,,,,Jane Iredale My Steppes,Jane Iredale My Steppes,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,"Makeup, Accessories"
JI18-0001,JI18,Jane Iredale My Steppes - Cool,,,Y,0,6/16/2015 14:50,,JI18,,Jane Iredale My Steppes,Jane Iredale My Steppes - Cool,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,"Makeup, Accessories"
JI18-0002,JI18,Jane Iredale My Steppes - Warm,,,Y,0,6/16/2015 14:50,,JI18,,Jane Iredale My Steppes,Jane Iredale My Steppes - Warm,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,"Makeup, Accessories"
JI19-01,JI19-01,Jane Iredale Angle Definer Brush,,,,0,6/16/2015 15:30,,,,Jane Iredale Angle Brush,Jane Iredale Angle Definer Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-02,JI19-02,Jane Iredale Angle Eyeliner Brush,,,,0,6/16/2015 16:01,,,,Jane Iredale Angle Eyeliner Brush,Jane Iredale Angle Eyeliner Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-03,JI19-03,Jane Iredale Blending Brush,,,,0,6/17/2015 11:18,,,,Jane Iredale Blending Brush,Jane Iredale Blending Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-04,JI19-04,Jane Iredale Brow Brush Comb,,,,0,6/16/2015 16:29,,,,Jane Iredale Brow Brush Combo,Jane Iredale Brow Brush Comb,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-05,JI19-05,Jane Iredale Camouflage Brush,,,,0,6/17/2015 11:18,,,,Jane Iredale Camouflage Brush,Jane Iredale Camouflage Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-06,JI19-06,Jane Iredale Chisel Powder Brush,,,,0,6/17/2015 11:18,,,,Jane Iredale Chisel Powder Brush,Jane Iredale Chisel Powder Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-07,JI19-07,Jane Iredale Chisel Shader Brush,,,,0,6/17/2015 10:45,,,,Jane Iredale Chisel Shader Brush,Jane Iredale Chisel Shader Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-08,JI19-08,Jane Iredale Crease Brush,,,,0,6/17/2015 11:18,,,,Jane Iredale Crease Brush,Jane Iredale Crease Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-09,JI19-09,Jane Iredale Deluxe Shader Brush,,,,0,6/17/2015 11:19,,,,Jane Iredale Deluxe Shader Brush,Jane Iredale Deluxe Shader Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-10,JI19-10,Jane Iredale Detail Brush,,,,0,6/17/2015 11:19,,,,Jane Iredale Detail Brush,Jane Iredale Detail Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-11,JI19-11,Jane Iredale Dome Brush,,,,0,6/17/2015 11:19,,,,Jane Iredale Dome Brush,Jane Iredale Dome Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-12,JI19-12,Jane Iredale Dual Eyeliner/Brow Brush,,,,0,6/17/2015 15:37,,,,Jane Iredale Dual Eyeliner/Brow Brush,Jane Iredale Dual Eyeliner/Brow Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-13,JI19-13,Jane Iredale Eye Contour Brush,,,,0,6/17/2015 15:37,,,,Jane Iredale Eye Contour Brush,Jane Iredale Eye Contour Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-14,JI19-14,Jane Iredale Eye Shader Brush,,,,0,6/17/2015 15:37,,,,Jane Iredale Eye Shader Brush,Jane Iredale Eye Shader Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-15,JI19-15,Jane Iredale Flocked Sponge,,,,3,7/6/2015 12:04,,,,Jane Iredale Flocked Sponge,Jane Iredale Flocked Sponge,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-16,JI19-16,Jane Iredale Foundation Brush,,,,0,6/17/2015 15:37,,,,Jane Iredale Foundation Brush,Jane Iredale Foundation Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-17,JI19-17,Jane Iredale The Handi Brush,,,,0,6/17/2015 11:56,,,,Jane Iredale The Handi Brush,Jane Iredale The Handi Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-18,JI19-18,Jane Iredale Kabuki Brush,,,,0,7/2/2015 15:31,,,,Jane Iredale Kabuki Brush,Jane Iredale Kabuki Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-19,JI19-19,Jane Iredale Large Shader Brush,,,,0,6/17/2015 15:37,,,,Jane Iredale Large Shader Brush,Jane Iredale Large Shader Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-20,JI19-20,Jane Iredale Mini Dome Brush,,,,0,6/17/2015 12:42,,,,Jane Iredale Mini Dome Brush,Jane Iredale Mini Dome Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-21,JI19-21,Jane Iredale Oval Blender Brush,,,,0,6/17/2015 15:37,,,,Jane Iredale Oval Blender Brush,Jane Iredale Oval Blender Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-22,JI19-22,Jane Iredale Professional Brush Kit,,,,0,6/17/2015 15:37,,,,Jane Iredale Professional Brush Kit,Jane Iredale Professional Brush Kit,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-23,JI19-23,Jane Iredale Refill-Me Brush,,,,0,6/17/2015 15:37,,,,Jane Iredale Refill-Me Brush,Jane Iredale Refill-Me Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-24,JI19-24,Jane Iredale The Retractable Handi Brush,,,,0,6/17/2015 14:40,,,,Jane Iredale The Retractable Handi Brush,Jane Iredale The Retractable Handi Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-25,JI19-25,Jane Iredale Retractable Lip Brush,,,,0,6/17/2015 15:35,,,,Jane Iredale Retractable Lip Brush,Jane Iredale Retractable Lip Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-26,JI19-26,Jane Iredale Sculpting Brush,,,,0,6/17/2015 15:35,,,,Jane Iredale Sculpting Brush,Jane Iredale Sculpting Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-28,JI19-28,Jane Iredale Small Fluff Brush,,,,0,6/17/2015 15:35,,,,Jane Iredale Small Fluff Brush,Jane Iredale Small Fluff Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-29,JI19-29,Jane Iredale Smudge Brush,,,,0,6/17/2015 15:35,,,,Jane Iredale Smudge Brush,Jane Iredale Smudge Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-30,JI19-30,Jane Iredale Deluxe Spoolie Brush,,,,0,6/17/2015 15:07,,,,Jane Iredale Deluxe Spoolie Brush,Jane Iredale Deluxe Spoolie Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-31,JI19-31,Jane Iredale White Fan Brush,,,,0,6/17/2015 15:35,,,,Jane Iredale White Fan Brush,Jane Iredale White Fan Brush,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Makeup Brushes,,,,N,,N,N,,,"Makeup, Accessories"
JI19-32,JI19-32,Jane Iredale Botanical Brush Cleaner,,,,0,6/17/2015 15:27,,,,Jane Iredale Botanical Brush Cleaner,Jane Iredale Botanical Brush Cleaner,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tool Cleaners,,,,N,,N,N,,,"Makeup, Accessories"
JI19-33,JI19-33,Jane Iredale Truly Pure Shampoo & Conditioner,,,,0,6/17/2015 15:35,,,,Jane Iredale Truly Pure Shampoo & Conditioner,Jane Iredale Truly Pure Shampoo & Conditioner,0.5,N,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tool Cleaners,,,,N,,N,N,,,"Makeup, Accessories"
JI20,JI20,Jane Iredale So Bronze,,,,,6/17/2015 15:54,,,,Jane Iredale So Bronze,Jane Iredale So Bronze,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,,,,N,,N,N,,,Makeup
JI20-0001,JI20,Jane Iredale So Bronze - 1 Reddish Brown,,,Y,0,6/17/2015 15:58,,JI20,,Jane Iredale So Bronze,Jane Iredale So Bronze - 1 Reddish Brown,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,,,,N,,N,N,,,Makeup
JI20-0002,JI20,Jane Iredale So Bronze - 2 Golden Brown,,,Y,0,6/17/2015 16:00,,JI20,,Jane Iredale So Bronze,Jane Iredale So Bronze - 2 Golden Brown,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,,,,N,,N,N,,,Makeup
JI20-0003,JI20,Jane Iredale So Bronze - 3 Peachy Brown,,,Y,0,6/17/2015 16:01,,JI20,,Jane Iredale So Bronze,Jane Iredale So Bronze - 3 Peachy Brown,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,,,,N,,N,N,,,Makeup
JI21-1,JI21-1,Jane Iredale Quad Bronzer - Sunbeam,,,,0,7/6/2015 11:54,,,,Jane Iredale Quad Bronzer - Sunbeam,Jane Iredale Quad Bronzer - Sunbeam,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,,,,N,,N,N,,,Makeup
JI21-2,JI21-2,Jane Iredale Quad Bronzer - Moonglow,,,,0,8/10/2015 13:39,,,,Jane Iredale Quad Bronzer - Moonglow,Jane Iredale Quad Bronzer - Moonglow,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,,,,N,,N,N,,,Makeup
JI21-3,JI21-3,Jane Iredale Quad Bronzer - Rose Dawn,,,,0,1/4/2016 11:23,,,,Jane Iredale Quad Bronzer - Rose Dawn,Jane Iredale Quad Bronzer - Rose Dawn,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,,,,N,,N,N,,,Makeup
JI22,JI22,Jane Iredale Golden Shimmer,,,Y,0,7/20/2015 10:02,,,,Jane Iredale Golden Shimmer,Jane Iredale Golden Shimmer,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Body oils, Moisturisers & creams, Serums & gels"
JI23,JI23,Jane Iredale Tantasia,,,,0,6/30/2015 10:24,,,,Jane Iredale Tantasia,Jane Iredale Tantasia,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Tanning Products > Self Tanner,,,,N,,N,N,,,Makeup
JI24,JI24,Jane Iredale Powder Me SPF 30,,,,,7/1/2015 10:29,,,,Jane Iredale Powder Me SPF 30,Jane Iredale Powder Me SPF 30,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
JI24-0001,JI24,Jane Iredale Powder Me SPF 30 - Golden,,,Y,0,7/1/2015 10:29,,JI24,,Jane Iredale Powder Me SPF 30,Jane Iredale Powder Me SPF 30 - Golden,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
JI24-0002,JI24,Jane Iredale Powder Me SPF 30 - Tanned,,,Y,0,7/1/2015 10:29,,JI24,,Jane Iredale Powder Me SPF 30,Jane Iredale Powder Me SPF 30 - Tanned,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
JI24-0003,JI24,Jane Iredale Powder Me SPF 30 - Translucent,,,Y,0,7/1/2015 10:29,,JI24,,Jane Iredale Powder Me SPF 30,Jane Iredale Powder Me SPF 30 - Translucent,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
JI25,JI25,Jane Iredale Absence Oil Control Primer,,,,0,6/30/2015 10:42,,,,Jane Iredale Absence Oil Control Primer,Jane Iredale Absence Oil Control Primer,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels, Body oils"
JI26,JI26,Jane Iredale PureMatte Finishing Powder Refill,,,,0,9/25/2015 12:59,,,,Jane Iredale PureMatte Finishing Powder Refill,Jane Iredale PureMatte Finishing Powder Refill,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI27,JI27,Jane Iredale Amazing Matte Loose Finishing Powder,,,,0,7/2/2015 15:30,,,,Jane Iredale Amazing Matte Loose Finishing Powder,Jane Iredale Amazing Matte Loose Finishing Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI28,JI28,Jane Iredale Beyond Matte Powder Refill,,,,,7/2/2015 15:52,,,,Jane Iredale Beyond Matte Powder Refill,Jane Iredale Beyond Matte Powder Refill,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI28-0001,JI28,Jane Iredale Beyond Matte Powder Refill - Lilac,,,Y,0,7/2/2015 15:54,,JI28,,Jane Iredale Beyond Matte Powder Refill,Jane Iredale Beyond Matte Powder Refill - Lilac,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI28-0002,JI28,Jane Iredale Beyond Matte Powder Refill - Peach,,,Y,0,7/2/2015 15:54,,JI28,,Jane Iredale Beyond Matte Powder Refill,Jane Iredale Beyond Matte Powder Refill - Peach,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI28-0003,JI28,Jane Iredale Beyond Matte Powder Refill - Translucent,,,Y,0,12/11/2015 12:48,,JI28,,Jane Iredale Beyond Matte Powder Refill,Jane Iredale Beyond Matte Powder Refill,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI28-0004,JI28,Jane Iredale Beyond Matte Powder Refill - Dark,,,Y,0,7/2/2015 15:54,,JI28,,Jane Iredale Beyond Matte Powder Refill,Jane Iredale Beyond Matte Powder Refill - Dark,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
